Physician_First_Name,Physician_Middle_Name,Physician_Last_Name,Recipient_Primary_Business_Street_Address_Line1,Recipient_Primary_Business_Street_Address_Line2,Recipient_City,Recipient_Zip_Code,Physician_Primary_Type,Physician_Specialty,Physician_Profile_ID,Category,Total_Amount_of_Payment_USDollars,General,Research
MATTHEW,J,HOFFMAN,"1029 E OAKBROOK LN","","MOUNT PLEASANT",52641-2719,"Medical Doctor","Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology",491325,GNRL,1585.18,16,0
TOBIAS,"",MANN,"2300 53RD AVE STE 100","",BETTENDORF,52722,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Hand Surgery",1282728,GNRL,1583.86,12,0
MEGAN,A,SULLIVAN,"600 ONTARIO ST","","STORM LAKE",50588-1845,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",189313,GNRL,1583.85,26,0
JOSHUA,"",KAPFHAMER,"200 HAWKINS DR","DEPARTMENT OF OBGYN DIVISION OF REI","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology",963469,GNRL,1576.19,4,0
JOSE,DAVID,VELA,"2814 NORTHGATE DR","","IOWA CITY",52245,"Doctor of Dentistry","Dental Providers|Dentist|Endodontics",850667,GNRL,1574.24,4,0
GREGORY,"",ELSNER,"1111 6th Ave","Ste A100","Des Moines",50314,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology",300034,GNRL,1571.72,8,0
ARUN,KUMAR,MOVVA,"5264 COUNCIL ST NE","","CEDAR RAPIDS",52402-2471,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",172096,GNRL,1569.12,55,0
JULIA,"",HEATON,"1021 NEBRASKA ST","","SIOUX CITY",51105,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",100408,GNRL,1560.58,26,0
GERARD,J,STANLEY,"220 ESSIE DAVISON DR","",CLARINDA,51632-2915,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",285239,GNRL,1559.84,137,0
KAYLA,M,EMTER,"44 BROOKERIDGE DR","",WATERLOO,50701-5214,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers|Podiatrist",1008637,GNRL,1556.74,17,0
MICHAEL,ANDY,PFALLER,"2026 RIDGEWAY DR","","IOWA CITY",52245,"Medical Doctor","Allopathic & Osteopathic Physicians|Pathology|Anatomic Pathology & Clinical Pathology",1314483,RSRCH,1555.63,0,1
BRENT,GRAY,WOODBURY,"5409 AVENUE O","","FORT MADISON",52627-9601,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",806133,GNRL,1554.8,12,0
ANDREW,JAMES,PUGELY,"1372 Woolridge Dr","",Coralville,52241,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",747962,GNRL,1553.95,12,0
JOSEPH,"",SHERRILL,"1215 PLEASANT ST","STE 608","DES MOINES",50309,"Medical Doctor","Allopathic & Osteopathic Physicians|Neurological Surgery",773341,GNRL,1553.75,12,0
MUNEERA,R,KAPADIA,"200 HAWKINS DR","JCP 46-5","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",226543,GNRL,1552.01,19,0
TIMOTHY,P,KRESOWIK,"3319 SPRING ST STE 202","",DAVENPORT,52807,"Medical Doctor","Allopathic & Osteopathic Physicians|Urology",355248,GNRL,1551.68,20,0
RONALD,A,CHENEY,"311 S Clark St","Suite 280",Carroll,51401,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",853309,GNRL,1551.63,12,0
JEFFREY,D,STAHL,"1300 37TH ST","STE 1","WEST DES MOINES",50266-1900,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology",1044,GNRL,1550.42,84,0
Chinedu,"",Nwosa,"450 Laurel St","Ste. A","Des Moines",50314,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Trauma",111682,GNRL,1550.09,32,0
TERRANCE,"",RILEY,"2441 CORAL CT STE 2","",CORALVILLE,52241,"Doctor of Dentistry","Dental Providers|Dentist|General Practice",1031030,GNRL,1545.54,7,0
PAUL,B,MCCRAY,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Allergy/Immunology",602952,GNRL,1545.49,3,0
SUZANNE,MICHELLE,DETRICK,"1111 6TH AVE","","DES MOINES",50314,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Plastic Surgery",1312708,GNRL,1543.73,18,0
JACLYN,M,PRICE,"3701 KATZ DR","",MARION,52302-3871,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",915692,GNRL,1541.91,123,0
DINESH,H,JAGASIA,"200 Hawkins Dr","","Iowa City",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",944643,GNRL,1540.09,12,0
DENICE,N,SMITH,"507 S 4TH ST","",CLINTON,52732-4532,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",51101,GNRL,1539.34,70,0
DAVID,E,LIND,"411 LAUREL ST","STE 3170","DES MOINES",50314-3017,"Medical Doctor","Allopathic & Osteopathic Physicians|Anesthesiology",223084,GNRL,1538.69,11,0
PHILIP,D,SUNDQUIST,"1030 N 7TH ST","",CHARITON,50049-1206,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",228731,GNRL,1538.37,142,0
GREGORY,L,INGLE,"100 E JEFFERSON ST","","PRAIRIE CITY",50228-0430,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",59679,GNRL,1532.71,119,0
JONNA,M,QUINN,"1010 4TH ST SW","","MASON CITY",50401-2857,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology",195137,GNRL,1530.82,40,0
BRIAN,J,HEINEMAN,"128 JACKSON STREET","",BROOKLYN,52211,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine|Adolescent Medicine",206596,GNRL,1530.61,102,0
RON,"",ABRONS,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Anesthesiology",793263,GNRL,1529.52,17,0
HEATHER,ANNA,OSTERBRINK,"1700 W TOWNLINE ST","",CRESTON,50801,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",785817,GNRL,1526.52,9,0
MICHAEL,"",JUNG,"2501 Pierce ST","Apt 6","Sioux City",51104,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",725,GNRL,1525.86,10,0
SIDNEY,J,SMITH,"1201 3RD AVE SE","","CEDAR RAPIDS",52403,"Medical Doctor","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology",292527,GNRL,1523.92,4,0
BRANDON,L,KOVAR,"1614 DIAMOND STREET PL","",ONAWA,51040-1554,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",98119,GNRL,1520.69,111,0
SANDRA,"",BIRCHEM,"411 LAUREL ST","","DES MOINES",50314,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",474684,GNRL,1518.22,6,0
POMILLA,C,KUMAR,"4017 DEVILS GLEN RD","SUITE 200",BETTENDORF,52722-7221,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",834599,GNRL,1517.95,119,0
MIN,"",LUO,"200 HAWKINS DR","C310 GH","IOWA CITY",52242,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine",761024,GNRL,1515.71,28,0
SANDEEP,S,GUPTA,"2730 PIERCE ST","","SIOUX CITY",51104,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease",235120,GNRL,1515.25,12,0
CHADWIN,J,WAGENER,"340 SE DELAWARE AVE","",ANKENY,50021-9346,"Doctor of Dentistry","Dental Providers|Dentist",968020,GNRL,1513.79,11,0
GARY,"",KNUDSON,"2710 Saint Francis Dr Ste 319","",Waterloo,50702,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",122734,GNRL,1511.89,63,0
YASUKO,O,ERICKSON,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Pathology|Clinical Pathology/Laboratory Medicine",156057,GNRL,1509.28,8,0
NATHAN,"",COLEMAN,"804 KENYON RD","","FORT DODGE",50501,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers|Podiatrist",67587,GNRL,1509.24,14,0
AHMAD,Y,ALSHASH,"1701 22ND ST","SUITE 207","WEST DES MOINES",50266-1443,"Medical Doctor","Allopathic & Osteopathic Physicians|Allergy & Immunology",85284,GNRL,1508.02,119,0
VALERIE,K,KOUNKEL,"2101 WESTOWN PKWY","","WEST DES MOINES",50265,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Ophthalmology",64507,GNRL,1506.38,47,0
DAVID,C,BALL,"5901 WESTOWN PKWY","","WEST DES MOINES",50266,"Medical Doctor","Allopathic & Osteopathic Physicians|Ophthalmology",3630,GNRL,1506.13,47,0
AMIR,"",CHAUDHARI,"250 S CRESCENT DR","","MASON CITY",50401,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine",524871,GNRL,1500.69,46,0
RYAN,PATRICK,WIPPLER,"1306 BERWICK DR","","COUNCIL BLUFFS",51503-2536,"Medical Doctor","Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology",767757,GNRL,1493.08,11,0
RODNEY,A,SHORT,"1351 W CENTRAL PARK AVE","SUITE 3300",DAVENPORT,52804-1853,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology",53181,GNRL,1492.04,84,0
Paul,A,Grossmann,"411 Laurel St Suite 2100","","Des Moines",50314,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",261257,GNRL,1489.82,16,0
DENNIS,W,CRABB,"115 N 14TH ST","",DENISON,51442-1452,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",170184,GNRL,1489.73,95,0
CHRISTOPHER,J,CONSIDINE,"927 W 4TH ST","",WATERLOO,50702-2801,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery",42605,GNRL,1487.99,27,0
Thomas,"",Carter,"201 Hawkins Drive","","Iowa City",52240,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology",1163055,RSRCH,1487.19,2,1
MICHAEL,A,JENNINGS,"4545 SERGEANT RD","","SIOUX CITY",51106-4706,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",341464,GNRL,1482.76,114,0
MARK,A,HOGENSON,"3933 MOUNT VERNON RD SE","","CEDAR RAPIDS",52403-3869,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",169459,GNRL,1482.23,130,0
STEPHEN,J,VEIT,"212 E BOW DR","",CHEROKEE,51012-1215,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",214264,GNRL,1480.41,115,0
MARNIX,A.,VERHOFSTE,"411 LAUREL ST STE A250","","DES MOINES",50314-3029,"Medical Doctor","Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery)",218174,GNRL,1479.93,14,0
MATTHEW,BOYD,ANDERSON,"5189 UTICA RIDGE RD","",DAVENPORT,52807-3863,"Doctor of Dentistry","Dental Providers|Dentist|General Practice",174367,GNRL,1474.24,11,0
JOANN,"","GERMAN WAHLE","1855 1ST AVE SE","","CEDAR RAPIDS",52402,"Doctor of Dentistry","Dental Providers|Dentist",833837,GNRL,1472.95,2,0
ORVILLE,W,BUNKER,"300 N 4TH AVE E","SUITE 200",NEWTON,50208-3155,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",358366,GNRL,1467.99,135,0
DANTE,CALEB-SAMUEL,DALI,"1111 6TH AVE","","DES MOINES",50314,"Doctor of Osteopathy","Student, Health Care/ Student in an Organized Health Care Education/Training Program",187706,GNRL,1462.36,25,0
ALEXANDRA,"",THOMAS,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",887432,GNRL,1462.15,7,0
TASHA,"",BEENKEN,"4949 WESTOWN PKWY STE 140","","WEST DES MOINES",50266-6716,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology",278343,GNRL,1461.84,13,0
MARIANNETTER,J,MILLER-MEEKS,"1005 PENNSYLVANIA AVE","SUITE 110",OTTUMWA,52501-6413,"Medical Doctor","Allopathic & Osteopathic Physicians|Ophthalmology",765400,GNRL,1454.75,6,0
Glenn,"",Hammer,"1948 1ST AVE NE","","CEDAR RAPIDS",52401,"Medical Doctor","Allopathic & Osteopathic Physicians|Radiology|Vascular & Interventional Radiology",548512,GNRL,1453.51,7,0
RALPH,"",SAINTFORT,"1227 E RUSHOLME ST","",DAVENPORT,52803,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",325386,GNRL,1452.76,12,0
PHILIP,"",BEAR,"1215 PLEASANT ST","SUITE 414","DES MOINES",50309-1416,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",36806,GNRL,1452.33,27,0
MONA,S,ALQULALI,"507 S 4TH ST","",CLINTON,52732,"Medical Doctor","Other Service Providers/ Specialist",248961,GNRL,1451.66,60,0
GARY,Joseph,MANSHEIM,"1201 W AGENCY RD","","West Burlington",52655,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",75039,GNRL,1446.13,141,0
FELIX,E,GONZALES,"312 9TH ST SW","",WAVERLY,50677,"Medical Doctor","Allopathic & Osteopathic Physicians|Otolaryngology",59653,GNRL,1443.79,41,0
THOMAS,MICHAEL,JENEARY,"405 PLYMOUTH ST NW","","LE MARS",51031,"Doctor of Dentistry","Dental Providers|Dentist|General Practice",524253,GNRL,1436.39,7,0
EROMOSELE,ANTHONY,OTOADESE,"146 W DALE ST","SUITE 202",WATERLOO,50703,"Medical Doctor","Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery)",182695,GNRL,1433.09,37,0
LONNIE,DEWAYNE,EASTER,"5541 NW 86TH ST","SUITE 100",JOHNSTON,50131-1730,"Doctor of Dentistry","Dental Providers|Dentist|General Practice",1228020,GNRL,1432.0,3,0
Crystal,"",Seluk,"1 Edmunton Pl.","","Council Bluffs",51503,"Medical Doctor","Allopathic & Osteopathic Physicians|Otolaryngology",920257,GNRL,1431.66,19,0
JEREMY,"",GREENLEE,"200 Hawkins Dr","","Iowa City",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Neurological Surgery",421621,GNRL,1423.59,9,0
VINCENT,JUNIOR,REID,"701 10TH ST SE","","CEDAR RAPIDS",52403,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",97108,GNRL,1417.15,16,0
MELISSA,K,KYLER,"7030 DOUGLAS AVE","",URBANDALE,50322-3224,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",806976,GNRL,1416.87,22,0
LARRY,EDWARD,SPRAY,"709 E MAIN ST","",PANORA,50216-1056,"Doctor of Dentistry","Dental Providers|Dentist",358665,GNRL,1416.5,2,0
DANIEL,ALBERTO,VAENA,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology",407808,GNRL,1416.1,4,0
BENJAMIN,PATRICK,SCHLICHER,"1215 DUFF AVE","",AMES,50010,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",232092,GNRL,1414.39,10,0
LAURIE,M,KUESTNER,"5880 UNIVERSITY AVE","","WEST DES MOINES",50266-8220,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery",100792,GNRL,1412.83,8,0
SHANNON,C,HOOD,"120 NW 36TH ST","",ANKENY,50023-8411,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",552149,GNRL,1410.95,108,0
JOHN,JOSEPH,HARTMANN,"1500 DELHI ST","STE 4100",DUBUQUE,52001-6358,"Doctor of Osteopathy","Other Service Providers/ Specialist",52797,GNRL,1410.53,104,0
MICHAEL,J,VERSACKAS,"1212 PLEASANT ST","","DES MOINES",50309,"Medical Doctor","Allopathic & Osteopathic Physicians|Ophthalmology",156011,GNRL,1409.75,28,0
PHILIP,AUGUSTUS,DEFFER,"1200 1ST AVE E STE C","",SPENCER,51301,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Hand Surgery",458736,GNRL,1409.4,10,0
LAUREN,ELIZABETH,HANNA,"1401 CREES ST","","WEST LIBERTY",52776-1029,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",250693,GNRL,1409.27,95,0
ROBERTO,P,CASTRO,"23019 HIGHWAY 149","",SIGOURNEY,52591-8341,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",94480,GNRL,1408.96,48,0
DAVID,"",BOARINI,"1215 PLEASANT ST","STE 608","DES MOINES",50309,"Medical Doctor","Allopathic & Osteopathic Physicians|Neurological Surgery",1052321,GNRL,1408.27,23,0
DAVID,G,WOLFF,"321 MILL STREET","",AKRON,51001,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",348539,GNRL,1407.11,78,0
JOSEPH,PATRICK,BERTROCHE,"5525 MEREDITH DR","SUITE B","DES MOINES",50310-2334,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",615681,GNRL,1403.59,117,0
PAMELA,L,"SUFKA BOYD","1410 SW TRADITION DR","STE 120",ANKENY,50023-9188,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",250271,GNRL,1403.22,47,0
PAVAN,"",CHEPYALA,"931 8TH AVE SE","","CEDAR RAPIDS",52401-2121,"Medical Doctor","Student, Health Care/ Student in an Organized Health Care Education/Training Program",226173,GNRL,1400.79,8,0
CLARK,"",JENSEN,"935 BROAD ST","",GRINNELL,50112-2047,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",287479,GNRL,1400.07,13,0
MARY,"",MCMANIS,"1727 DEER RUN DR","",BURLINGTON,52601,"Doctor of Dentistry","",1268564,GNRL,1399.49,2,0
DANIEL,J,PEASLEY,"1223 S GEAR AVE",205,"WEST BURLINGTON",52655-1682,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology",728754,GNRL,1399.22,93,0
ROBERT,WAYNE,JACKSON,"509 N MADISON ST","",BLOOMFIELD,52537,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology",124444,GNRL,1398.83,34,0
SUDHAKAR,"",SUBRAMANI,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Anesthesiology",1090873,GNRL,1396.25,7,0
STEPHEN,R,PALLONE,"1021 NEBRASKA ST","","SIOUX CITY",51105-1436,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",73122,GNRL,1393.7,23,0
JESSICA,J,MCCOOL,"1 EDMUNDSON PL","","COUNCIL BLUFFS",51503-4658,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",791983,GNRL,1391.41,128,0
JITENDRAKUMAR,S,GUPTA,"2730 PIERCE ST","SUITE 401","SIOUX CITY",51104-3796,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease",149189,GNRL,1388.59,67,0
SHERI,L,ROGGY,"1060 WILLIAM ST","","IOWA CITY",52240,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",247742,GNRL,1386.35,26,0
STEVEN,"",BRADLEY,"714 1ST AVE E","P.O. BOX 327",CASCADE,52033,"Doctor of Dentistry","Dental Providers|Dentist|General Practice",443986,GNRL,1385.01,13,0
HAMAD,"",AZAM,"115 8th St NE","","Cedar Rapids",52401,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease",84226,GNRL,1383.93,10,0
TED,A,BONEBRAKE,"2055 KIMBALL AVE","",WATERLOO,50702-5014,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",107296,GNRL,1382.96,109,0
JOSEPH,"",TUREK,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery)",1106851,GNRL,1382.45,4,0
DANIELA,"",MILANI,"PO BOX 1475","","DES MOINES",50305,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",292147,GNRL,1382.27,8,0
SHELLEY,"",WELLS,"1316 S Main ST","",Clarion,50525,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Anesthesiology",538232,GNRL,1377.59,11,0
MARK,"",BELZ,"1215 PLEASANT ST","","DES MOINES",50309,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology",291686,GNRL,1375.73,70,0
KEITH,J,KOPEC,"202 10TH ST SE","SUITE 225","CEDAR RAPIDS",52403-2404,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",26594,GNRL,1371.95,62,0
JOSEPH,A,BRUNKHORST,"920 SOUTH OAK STREET","SUITE 1","IOWA FALLS",50126-9506,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",100349,GNRL,1371.56,97,0
THEODORE,E,LOCKARD,"2605 SW WHITE BIRCH DR","",ANKENY,50023-7204,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",68550,GNRL,1371.05,131,0
LIMIN,"",YANG,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology",859232,GNRL,1370.82,10,0
JAMES,"",WILLE,"1212 PLEASANT ST","STE 109","DES MOINES",50309,"Medical Doctor","Allopathic & Osteopathic Physicians|Allergy & Immunology",206833,GNRL,1368.73,68,0
MUHAMMAD,U,ANWER,"115 8TH ST NE","","CEDAR RAPIDS",52401-1013,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease",53641,GNRL,1365.12,24,0
DAVID,"",HANSEN,"2814 NORTHGATE DR.","SUITE 1","IOWA CITY",52245,"Doctor of Dentistry","Dental Providers|Dentist|Endodontics",999192,GNRL,1365.12,6,0
PHILIP,J,MULLER,"600 4TH ST","SUITE 501","SIOUX CITY",51101-1750,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",417328,GNRL,1364.57,83,0
Scott,"",Aigner,"11228 Woodview Dr","",Dubuque,52003,"Medical Doctor","Allopathic & Osteopathic Physicians|Urology",1314501,GNRL,1362.36,7,0
Philip,Nels,Andersen,"907 Bank Ct","","Center Point",52213,"Doctor of Dentistry","Dental Providers|Dentist|General Practice",849212,GNRL,1360.64,13,0
MICHELLE,L,VANDENTOP,"110 GAUL DR","STE B","SERGEANT BLUFF",51054,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",732839,GNRL,1358.14,7,0
RAJVEER,S,SANGERA,"1111 6TH AVE.","","DES MOINES",50314-2611,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine",1314131,GNRL,1357.82,17,0
SHEHZAD,"",KAMRAN,"1515 W PLEASANT ST","",KNOXVILLE,50138-3354,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",133618,GNRL,1356.4,102,0
LAURENCE,S,KRAIN,"202 10TH STREET SE","","CEDAR RAPIDS",52403-2404,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology",341845,GNRL,1355.12,83,0
JAY,"",RADHAKRISHNAN,"1970 E 53RD ST","",DAVENPORT,52807-2710,"Medical Doctor","Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology",192139,GNRL,1354.62,22,0
ALVARO,H,"SERRANO RUSSI","200 HAWKINS DR","","IOWA CITY",52242-1007,"Medical Doctor","Allopathic & Osteopathic Physicians|Pediatrics",1054474,GNRL,1352.2,8,0
TIMOTHY,GERARD,LEEDS,"1015 Duff Ave","",Ames,50010,"Medical Doctor","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology",107599,GNRL,1351.16,28,0
ANTHONY,F,COOK,"926 N 8TH ST","",ESTHERVILLE,51334-1300,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",94370,GNRL,1348.29,92,0
JAMES,R,OLNEY,"915 13TH AVE N","",CLINTON,52732-5067,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",461835,GNRL,1347.78,10,0
JOHN,A,LEUPOLD,"2301 HIGHWAY 71 SOUTH","","SPIRIT LAKE",51360,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",1204365,GNRL,1345.81,19,0
JOHN,CHARLES,KEECH,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery)",170750,GNRL,1336.36,14,0
FAROUQ,"",THABET,"411 LAUREL ST","SUITE 3310","DES MOINES",50314-3017,"Medical Doctor","Allopathic & Osteopathic Physicians|Pediatrics",372300,GNRL,1335.66,5,0
JEFFREY,J,GOERSS,"2700 23RD ST","","SPIRIT LAKE",51360-1158,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",9615,GNRL,1335.61,95,0
NARENDRA,"",REDDY,"801 HARMONY ST STE 302","","COUNCIL BLUFFS",51503-3106,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",120175,GNRL,1335.47,28,0
